project_id,weather_station,zipcode,address,city,state,year_built,retrofit_start_date,retrofit_end_date
BFU5MX,724839,95776,,Woodland,CA,1988,,11/9/11
SEHDPS1526388429,722899,91768,,,CA,1952,,2/3/12
SEHDPS1526388399,722976,91744,,,CA,1955,,2/8/12
5708455284,722930,92040,11932 WALNUT RD,Lakeside,Ca,1969,,3/13/12
CL93TD,724830,95608,,Carmichael,CA,1956,,3/27/12
SEHDPS1526388390,722976,91723,,,CA,1953,,4/20/12
8WZD1Z,724936,94597,,Walnut Creek,CA,1980,,10/17/11
SEHDPS1526388395,722976,91744,,,CA,1956,,5/21/12
FA4SNN,724930,94577,,San Leandro,CA,1931,,1/12/12
SEHDPS1526388397,722880,91001,,,CA,1947,,2/27/12
ITMRJS,724945,94539,,Fremont,CA,1972,,12/10/11
KHNM5I,724839,95765,,Rocklin,CA,1984,,1/17/12
O3TVYL,724955,94589,,Vallejo,CA,1942,,12/3/11
TSG80P,724839,95626,,Sacramento CO,CA,1968,,12/20/11
F0LJFZ,724940,94131,,San Francisco CO,CA,1912,,11/30/11
SEHDPS1526388956,722956,90260,,,CA,1951,,9/11/12
SEHDPS1526388954,722976,90650,,,CA,1948,,9/18/12
SEHDPS1526388955,722899,91726,,,CA,1955,,10/9/12
9THEIK,724830,95670,,Rancho Cordova,CA,1982,,2/23/12
9Y8XGL,724940,94941,,Mill Valley,CA,1965,,2/27/12
5NDQNX,724837,95648,,Lincoln Village,CA,2001,,11/8/11
M67CJA,724830,95825,,Sacramento AP,CA,1950,,1/24/12
UHYX04,722897,93433,,Grover City,CA,1930,,12/21/11
MFUC1F,724839,95616,,Woodland,CA,1976,,2/8/12
S57SCF,724920,95209,,Stockton AP,CA,1981,,11/18/11
SEHDPS1526388897,722976,91790,,,CA,1953,,9/13/12
1180BI,724830,95827,,Sacramento AP,CA,1972,,3/19/12
CX4Z74,724920,95219,,Stockton AP,CA,1991,,9/30/11
AEGI7D,724830,95628,,Fair Oaks,CA,1974,,11/17/11
SEHDPS1526388826,722899,91711,,,CA,1948,,8/31/12
XQ20PD,724830,95630,,Folsom Dam,CA,1979,,11/8/11
SEHDPS1526388824,722976,91722,,,CA,1954,,10/5/12
7PEHUW,724926,95380,,Turlock,CA,1986,,2/17/12
I1AV0P,724830,95826,,Sacramento CO,CA,1965,,3/21/12
SEHDPS1526388820,722976,91744,,,CA,1959,,8/31/12
SEHDPS1526388821,722977,92630,,,CA,1971,,8/21/12
SEHDPS1526388828,722899,91724,,,CA,1920,,8/31/12
WAFBA4,724830,95823,,Sacramento CO,CA,1978,,12/16/11
EF00ML,724930,94611,,Oakland AP,CA,1950,,11/7/11
MWCFII,724830,95831,,Sacramento AP,CA,1984,,3/19/12
OZ8LD7,724920,95376,,Tracy Carbona,CA,1993,,1/19/12
CRB62M,724839,95678,,Roseville,CA,1986,,12/21/11
QYG9CE,723890,93722,,Fresno AP,CA,1987,,11/29/11
AYGWD8,725905,95458,,Lakeport,CA,1968,,12/31/11
68KIYD,724930,94611,,Piedmont,CA,1919,,12/1/11
T99350,724930,94556,,Moraga,CA,1967,,1/25/12
JLOBL2,724830,95864,,Sacramento CO,CA,1953,,11/16/11
ZP1E0X,724830,95827,,Sacramento CO,CA,1978,,3/20/12
B8CPPH,724957,94952,,Petaluma FS 2,CA,1895,,12/2/11
SGHDPS1525958233,722886,91401,,,CA,1950,,4/2/12
GHI5G7,724830,95628,,Fair Oaks,CA,1965,,3/2/12
KLN7WK,745090,94087,,Sunnyvale,CA,1966,,3/21/12
SEHDPS1526388540,722976,90603,,,CA,1954,,3/30/12
P3LQ7A,724955,94589,,Vallejo,CA,1972,,2/13/12
7I0Q57,724936,94563,,Orinda,CA,1983,,2/3/12
HQ2S8M,724940,94131,,San Francisco CO,CA,1956,,2/25/12
BSDFJF,724839,95662,,Orangevale,CA,1970,,2/20/12
SEHDPS1526388544,722976,91791,,,CA,1955,,6/15/12
TSM2ME,724930,94707,,Berkeley,CA,1916,,2/28/12
7KSXVQ,724830,95608,,Carmichael,CA,1971,,3/16/12
ABL6M2,724927,94583,,San Ramon,CA,1977,,8/29/11
SEHDPS1526388422,722899,91724,,,CA,1953,,3/13/12
S812VL,724945,95120,,San Jose,CA,1981,,3/16/12
Z5KR8J,724830,95624,,Elk Grove,CA,1984,,2/3/12
S2HALI,724930,94702,,Berkeley,CA,1930,,3/4/12
X3EQR5,724940,94015,,Daly City,CA,1950,,12/27/11
KKW22C,724940,94066,,San Bruno,CA,1963,,3/2/12
0I1VRW,724940,94110,,San Francisco CO,CA,1900,,2/23/12
VWPSFU,724957,95405,,Santa Rosa,CA,1988,,12/12/11
I0REAP,724936,94518,,Concord,CA,1950,,3/27/12
F59EVO,724830,95828,,Sacramento CO,CA,1964,,12/16/11
T5C13Y,724830,95672,,El Dorado Hills,CA,1981,,10/19/11
H6GSBA,724830,95822,,Sacramento CO,CA,1952,,1/9/12
BC9CCE,724940,94116,,San Francisco AP,CA,1930,,2/2/12
2JW6EK,724830,95826,,Sacramento AP,CA,1980,,2/17/12
CRNUD5,724957,95472,,Sebastopol,CA,1966,,2/23/12
G6702K,724940,94070,,San Carlos,CA,1957,,12/15/11
11LS22,724936,94597,,Walnut Creek,CA,1960,,2/16/12
SA1XL6,724830,95640,,Ione,CA,1978,,2/24/12
1MCGI1,724930,94707,,Berkeley,CA,1929,,1/19/12
F5FYW2,745160,94533,,Fairfield FS,CA,1966,,1/16/12
2HNQUO,724830,95826,,Sacramento CO,CA,1962,,2/1/12
SEHDPS1526388137,722880,91011,,,CA,1949,,5/10/11
TLW8U6,724839,95746,,Roseville,CA,1995,,1/26/12
XW16TA,745090,94043,,Mountain View,CA,1947,,3/9/12
BC78CV,724920,95207,,Stockton AP,CA,1970,,9/30/11
60BJTO,725845,95945,,Grass Valley,CA,1948,,3/29/12
0V6LH2,724930,94925,,Corte Madera,CA,1961,,2/3/12
5BLNJN,724830,95819,,Sacramento CO,CA,1953,,3/1/12
68BUDM,724830,95826,,Sacramento AP,CA,1976,,12/16/11
PT55G5,724920,95330,,Lathrop,CA,1972,,11/22/11
94QZWZ,724940,94132,,San Francisco AP,CA,1951,,11/25/11
SGHDPS1525808762,723896,93618,,,CA,1978,,3/14/12
JPUPSZ,724830,95821,,Carmichael,CA,1964,,11/3/11
1UF51Z,724945,95129,,San Jose,CA,1961,,12/22/11
DS8ZC5,724830,95831,,Sacramento AP,CA,1967,,2/9/12
0KBS2O,724936,94563,,Orinda,CA,1950,,2/23/12
FLW4MG,724838,95961,,Olivehurst,CA,2005,,1/15/12
GSJCZD,724837,95648,,Sacramento AP,CA,1948,,11/8/11
4432559801,722900,92113,3833 SUPERBA ST,San Diego,CA,1916,,10/22/12
SEHDPS1526388888,723925,93110,,,CA,1955,,9/5/12
1FIPVD,724830,95640,,Ione,CA,1977,,10/31/11
00CMVI,724830,95820,,Sacramento CO,CA,1960,,3/8/12
VY6VFB,724930,94619,,Oakland AP,CA,1948,,9/21/11
8DI4LS,724839,95616,,Davis,CA,1978,,12/9/11
V125H7,724830,95826,,Sacramento CO,CA,1969,,2/26/12
661V8I,724930,94601,,Oakland AP,CA,1926,,2/21/12
TM3NG6,724936,94553,,Martinez FS,CA,1939,,12/12/11
KWP5BY,724940,94010,,Burlingame,CA,1918,,1/19/12
RX7JVF,745090,94025,,Menlo Park,CA,1950,,3/2/12
13RW4D,724927,94583,,San Ramon,CA,1969,,10/27/11
5PGS0N,724955,94901,,San Rafael,CA,1955,,2/1/12
BGOREB,724839,95843,,Antelope,CA,1989,,3/5/12
XQL6QZ,724945,95030,,Los Gatos,CA,1954,,1/5/12
JH5W87,745090,94025,,Menlo Park,CA,1955,,12/10/11
SEHDPS1526388761,723896,93274,,,CA,1990,,7/18/12
SEHDPS1526388760,722976,91702,,,CA,1954,,8/8/12
V5PFKB,724830,95819,,Sacramento CO,CA,1941,,3/23/12
SEHDPS1526388764,722899,91741,,,CA,1953,,7/23/12
SEHDPS1526388766,722976,90703,,,CA,1978,,8/31/12
SEHDPS1526388768,722880,91775,,,CA,1941,,7/10/12
BCOGJQ,724830,95825,,Sacramento CO,CA,1954,,3/21/12
27CP3B,724839,95765,,Rocklin,CA,1992,,1/16/12
AMGB82,724930,94708,,Berkeley,CA,1945,,11/9/11
A3PQFJ,724830,95831,,Sacramento CO,CA,1977,,1/23/12
20DMVK,724945,95035,,Milpitas,CA,1962,,3/8/12
OPZXZM,724839,95621,,Citrus Heights,CA,1973,,3/28/12
WWBBH5,724837,95722,,Auburn,CA,1950,,1/5/12
QHCB1C,724930,94618,,Oakland Museum,CA,1950,,10/19/11
SEHDPS1526388662,722869,92335,,,CA,1977,,6/1/12
SEHDPS1526388663,722976,91745,,,CA,1981,,7/17/12
3WTKBG,724920,95204,,Stockton AP,CA,1948,,8/30/11
P29MK5,724936,94549,,Lafayette,CA,1978,,3/23/12
MXURBI,724830,95670,,Rancho Cordova,CA,1956,,11/2/11
2ZZ0FN,724839,95621,,Citrus Heights,CA,1977,,11/12/11
SEHDPS1526388495,722976,91006,,,CA,1959,,4/26/12
SGHDPS1526183929,722886,91344,,,CA,1965,,7/24/12
RKAIQ2,724830,95818,,Sacramento AP,CA,1908,,3/18/12
DIJ8B6,724940,94402,,San Mateo,CA,1958,,1/6/12
SEHDPS1526388490,722976,91722,,,CA,1956,,6/20/12
UV75VN,745090,94024,,Los Altos,CA,1961,,3/19/12
9VHDT1,724830,95630,,Folsom,CA,1993,,3/12/12
UGIND8,724830,95608,,Carmichael,CA,1961,,2/15/12
SGHDPS1526331746,722880,91107,,,CA,1940,,10/1/12
CHWN44,724830,95826,,Sacramento CO,CA,1968,,12/20/11
Y9M1NY,724940,94038,,Pacifica,CA,1975,,2/14/12
1DL612,724936,94510,,Benicia,CA,1952,,2/13/12
SEHDPS1526388332,722899,91767,,,CA,1961,,1/10/12
5921625402,722903,92119,6350 BADGER LAKE AVE,San Diego,CA,1960,,7/17/12
LQJIYU,724830,95608,,Carmichael,CA,1971,,12/29/11
A1ZF2A,724936,94598,,Walnut Creek,CA,1953,,8/31/11
SV0KTJ,724839,95843,,Roseville,CA,1989,,3/20/12
FZPQ9N,745090,94022,,Los Altos Hills,CA,1957,,11/30/11
SEHDPS1526388167,722886,91340,,,CA,1966,,8/10/11
SSOY6O,724839,95662,,Orangevale,CA,1986,,12/5/11
SEHDPS1526388163,722899,91711,,,CA,1950,,12/14/11
4M0IUL,724930,94556,,Moraga,CA,1972,,2/14/12
SEHDPS1526388161,722899,91711,,,CA,1950,,2/3/12
SEHDPS1526388160,722899,91711,,,CA,1950,,12/7/11
GQFWY8,724830,95630,,Folsom Dam,CA,1994,,11/15/11
G25P40,724955,94930,,Fairfax,CA,1918,,2/9/12
9410961277,722903,92020,667 MURRAY DR,El Cajon,CA,1954,,4/4/12
SEHDPS1526388169,722899,91773,,,CA,1988,,7/7/11
S99NPD,724936,94510,,Benicia,CA,1947,,8/22/11
SGHDPS1526107369,722886,91307,,,CA,1963,,5/30/12
VZJGBA,724936,94549,,Lafayette,CA,1956,,3/19/12
7512309640,722903,92111,1662 BURTON ST,San Diego,CA,1942,,10/11/12
1ZSRHK,724940,94402,,San Mateo,CA,1946,,1/31/12
7ZEU1W,724920,95209,,Stockton AP,CA,1975,,2/29/12
JK1PL8,724830,95630,,Folsom,CA,1991,,3/20/12
SGHDPS1526331427,722880,91104,,,CA,1910,,9/18/12
15WEXT,723890,93710,,Fresno AP,CA,1980,,8/29/11
SEHDPS1526389011,723896,93292,,,CA,1954,,5/3/12
WCJS2L,724936,94520,,Concord,CA,1960,,1/25/12
X4T7G1,724839,95677,,Rocklin,CA,1978,,2/18/12
9O4GDT,724926,95355,,Modesto,CA,1977,,3/14/12
SEHDPS1526388542,722899,91711,,,CA,1963,,3/21/12
SEHDPS1526388545,722899,91741,,,CA,Not Available,,2/29/12
BLZ3L8,724830,95670,,Rancho Cordova,CA,1958,,11/4/11
8UW7UF,724955,94599,,Napa,CA,1967,,2/21/12
SEHDPS1526388388,722956,90503,,,CA,1956,,2/21/12
BAZQUQ,724940,94065,,Redwood City,CA,1987,,2/21/12
SEHDPS1526388383,722899,91724,,,CA,1956,,2/3/12
SEHDPS1526388382,722977,92861,,,CA,1972,,4/20/12
U2DTMS,724936,94801,,Richmond,CA,1918,,2/2/12
SEHDPS1526388385,722976,91722,,,CA,1956,,12/21/11
SEHDPS1526388384,722880,91775,,,CA,1938,,1/12/12
PULI21,724940,94080,,South San Francisco,CA,1939,,2/14/12
8LB8IX,724927,94583,,San Ramon,CA,1989,,1/27/12
B0QWT8,724920,95209,,Stockton AP,CA,1999,,12/14/11
V5ERWM,724930,94608,,Oakland Museum,CA,1910,,10/27/11
03E5IY,724830,95831,,Sacramento AP,CA,1956,,11/16/11
SEHDPS1526388947,722899,91711,,,CA,1954,,10/15/12
SEHDPS1526388946,722899,91711,,,CA,1929,,10/16/12
SGHDPS1525846059,722880,91202,,,CA,1926,,3/10/12
600RME,724957,95409,,Santa Rosa,CA,1965,,3/5/12
SEHDPS1526388949,722899,91711,,,CA,1948,,10/15/12
B9I9IR,724830,95628,,Fair Oaks,CA,1975,,12/30/11
F6PXB2,724935,94555,,Fremont,CA,1974,,2/9/12
6UOA1N,724920,95204,,Stockton AP,CA,1946,,11/30/11
WX0Q8K,724930,94804,,Richmond,CA,1947,,3/7/12
SEHDPS1526436916,722956,90280,,,CA,1936,,10/9/12
FDSIQC,724830,95628,,Fair Oaks,CA,1959,,2/22/12
